id,name,category,x,y
375,"Breaking Slow","Pictos",-207.13271505299937,108.16817640653662
42,"Brulerum","Weapons",-203.03125,114.26467896174863
88,"Brulerum","Weapons",-188.96875,101.45205601092896
108,"Brulerum","Weapons",-179.40625,135.11133196721312
166,"Brulerum","Weapons",-148.40625,104.48323087431694
328,"Brumaro","Weapons",-209.34375,102.53048826399487
162,"Bun Haircut (Verso)","Outfits",-147.96875,102.32650956284152
155,"Burning Death","Pictos",-138.90625,90.54879098360655
150,"Carnovi","Merchants",-139.65625,93.10922814207649
3,"Carrabi","Merchants",-197.53125,117.70344262295082
165,"Charging Tint","Pictos",-147.5,103.63929644808744
221,"Charming Haircut (Gustave)","Outfits",-194.4375,113.3918169398907
112,"Chation","Weapons",-150.75,124.61005464480874
144,"Chation","Weapons",-135.15625,103.73504098360655
361,"Cheater","Pictos",-172.96875,104.49997319897085
250,"Children of Lumiere","MusicRecords",-130.9375,113.20436475409835
51,"Chroma","Chroma",-196.21875,111.17386612021858
74,"Chroma","Chroma",-204.3125,116.10763661202185
193,"Chroma","Chroma",-111.4375,126.98534153005465
197,"Chroma","Chroma",-100.46875,159.0207650273224
225,"Chroma","Chroma",-141.53125,89.66890027322404
238,"Chroma","Chroma",-113.40625,83.67206284153005
255,"Chroma","Chroma",-126.03125,132.98429644808743
257,"Chroma","Chroma",-131.90625,139.6732581967213
380,"Chroma","Chroma",-142.625,117.96875521673807
382,"Chroma","Chroma",-132.765625,89.1173074849758
327,"Chromatic Aberration","Bosses",-210.34375,101.96812379527749
287,"Chromatic Benisseur","Bosses",-210.03125,151.65729164719298
11,"Chromatic Bruler","Bosses",-196.90625,110.7966393442623
311,"Chromatic Demineur","Bosses",-150.40625,118.43759754275278
256,"Chromatic Goblu","Bosses",-132.28125,140.79850409836064
84,"Chromatic Jar","Bosses",-198.375,94.32712431693989
237,"Chromatic Moissonneuse","Bosses",-114.4375,83.57829234972678
337,"Chromatic Petank","Bosses",-184.125,144.6229657758413
332,"Chromatic Portier","Bosses",-212.7467930591898,139.3178043493305
211,"Chromatic Reaper Cultist","Bosses",-146.34375,145.8609767759563
249,"Citrelo","Merchants",-130.90625,112.39168715846995
220,"Civilian Outfit (Maelle)","Outfits",-179.6875,105.57782786885247
116,"Coastal Cave","Locations",-148.42791304127712,132.76541361973716
75,"Colaro","Merchants",-189.625,116.8577049180328
178,"Colim","Weapons",-96.84375,83.1717349726776
374,"Color of Lumina","Chroma",-196.15898430347443,107.5417030612614
45,"Colour of Lumina","TintsMaterials",-200.21875,110.8889412568306
50,"Colour of Lumina","TintsMaterials",-197.3125,107.36084016393443
57,"Colour of Lumina","TintsMaterials",-199.03125,114.89293715846995
68,"Colour of Lumina","TintsMaterials",-198,110.73517759562841
70,"Colour of Lumina","TintsMaterials",-207.40625,115.17303961748634
73,"Colour of Lumina","TintsMaterials",-202.90625,116.95448087431694
78,"Colour of Lumina","TintsMaterials",-206.78125,123.7053893442623
85,"Colour of Lumina","TintsMaterials",-198.125,94.98351775956284
90,"Colour of Lumina","TintsMaterials",-187.4375,104.10849726775956
92,"Colour of Lumina","TintsMaterials",-175.6875,105.07856557377049
113,"Colour of Lumina","TintsMaterials",-149.40625,121.54688524590165
115,"Colour of Lumina","TintsMaterials",-151.15625,133.39400956284152
118,"Colour of Lumina","TintsMaterials",-160.59375,126.92169398907104
122,"Colour of Lumina","TintsMaterials",-153.875,115.23418032786884
126,"Colour of Lumina","TintsMaterials",-150.34375,115.07767759562842
129,"Colour of Lumina","TintsMaterials",-146.9375,118.32933743169399
131,"Colour of Lumina","TintsMaterials",-137.375,115.36019808743168
141,"Colour of Lumina","TintsMaterials",-138.0625,100.01185109289617
146,"Colour of Lumina","TintsMaterials",-132.5625,99.54662568306011
149,"Colour of Lumina","TintsMaterials",-134.65625,95.23469262295082
159,"Colour of Lumina","TintsMaterials",-185.875,100.54816256830601
160,"Colour of Lumina","TintsMaterials",-132.625,112.5171106557377
205,"Colour of Lumina","TintsMaterials",-130.71875,129.42425546448086
213,"Colour of Lumina","TintsMaterials",-196.5,129.10926229508198
214,"Colour of Lumina","TintsMaterials",-197.03125,113.95457650273224
215,"Colour of Lumina","TintsMaterials",-203,111.9228825136612
241,"Colour of Lumina","TintsMaterials",-114.40625,85.29741803278688
244,"Colour of Lumina","TintsMaterials",-199.34375,94.35938524590165
258,"Colour of Lumina","TintsMaterials",-207,149.54946038251364
259,"Colour of Lumina","TintsMaterials",-124.8125,150.61293032786887
282,"Colour of Lumina","TintsMaterials",-180.78125,146.98642168003767
289,"Colour of Lumina","TintsMaterials",-212.40625,142.2812435736853
290,"Colour of Lumina","TintsMaterials",-128.34375,120.43741762632966
291,"Colour of Lumina","TintsMaterials",-212.7565854184556,127.95302463517775
292,"Colour of Lumina","TintsMaterials",-188.5625,96.5011690053827
293,"Colour of Lumina","TintsMaterials",-145.3125,83.71982379227461
294,"Colour of Lumina","TintsMaterials",-146.89409253963328,159.08527754783108
298,"Colour of Lumina","TintsMaterials",-104.53125,86.96935090050442
302,"Colour of Lumina","TintsMaterials",-82.9375,129.09324008091
303,"Colour of Lumina","TintsMaterials",-104.9375,173.87255831273907
314,"Colour of Lumina","TintsMaterials",-149.75,118.99955275610161
316,"Colour of Lumina","TintsMaterials",-147.0625,122.0620963390337
325,"Colour of Lumina","TintsMaterials",-190.125,133.5936358023452
331,"Colour of Lumina","TintsMaterials",-211.5,100.65594003493695
333,"Colour of Lumina","TintsMaterials",-213.5876894744435,138.117297410336
357,"Colour of Lumina","TintsMaterials",-210.93879166271194,152.9193998744038
360,"Colour of Lumina","TintsMaterials",-133.65625,140.9688570872274
366,"Colour of Lumina","TintsMaterials",-184.5,145.28288486277873
381,"Colour of Lumina","TintsMaterials",-195.3671875,109.7735913937733
109,"Confident","Pictos",-180.3125,134.23614071038253
203,"Confident","Pictos",-100.0625,175.42319672131148
306,"Confident","Pictos",-213.3125,145.42424863387978
376,"Corpeso","Weapons",-80.7120134143894,156.2554588130023
95,"Crimson Forest","Locations",-177.15625,99.04454918032786
181,"Critical Break","Pictos",-86.09375,85.10965846994536
236,"Critical Vulnerability","Pictos",-140.5,77.82786885245902
56,"Cruleram","Weapons",-198.25,115.76812841530054
125,"Cruleram","Weapons",-151.90625,116.23417349726776
27,"Crushing Cavern","Locations",-189.375,107.33127732240438
222,"Curly Haircut (Gustave)","Outfits",-193.71875,112.95422131147541
274,"Curly Haircut (Verso)","Outfits",-90.6875,83.35742486338798
246,"Dark Gestral Arena","Locations",-196.53125,106.20433743169399
19,"Dark Shores","Locations",-214.96875,107.35840163934427
104,"Dead Energy I","Pictos",-217.53125,106.8603825136612
188,"Double Braid Haircut (Lune)","Outfits",-72.59375,112.67393442622951
217,"Double Braid Haircut (Maelle)","Outfits",-190.125,117.9545218579235
276,"Double Braid Haircut (Sciel)","Outfits",-89.9375,82.6387568306011
270,"Effective Support","Pictos",-81.91051120997808,157.04512648596997
262,"Empowering Dodge","Pictos",-117.8125,167.17659836065573
260,"Endless Night Sanctuary","Locations",-126.53125,169.83342896174864
94,"Endless Tower","Locations",-183.75,97.66924863387979
4,"Enemies","Enemies",-198.125,114.85897540983606
7,"Enemies","Enemies",-202.78125,114.95274590163935
8,"Enemies","Enemies",-201.25,110.26527322404371
36,"Enemies","Enemies",-205.03125,111.13974726775956
37,"Enemies","Enemies",-206.6875,112.57799863387979
86,"Enemies","Enemies",-187.75,101.04577868852459
93,"Enemies","Enemies",-175.5625,108.1405669398907
96,"Enemies","Enemies",-167.3125,108.82793715846995
100,"Enemies","Enemies",-172.9375,124.45687841530055
102,"Enemies","Enemies",-179.15625,134.3314549180328
111,"Enemies","Enemies",-149.78125,124.60859972677596
117,"Enemies","Enemies",-158.9375,126.79666666666667
123,"Enemies","Enemies",-152.09375,115.2972131147541
127,"Enemies","Enemies",-149,109.45220628415301
130,"Enemies","Enemies",-145.40625,112.54724043715848
132,"Enemies","Enemies",-136.3125,115.42271174863387
143,"Enemies","Enemies",-135.15625,102.85984972677596
148,"Enemies","Enemies",-135.875,95.51600409836065
164,"Enemies","Enemies",-148.375,103.85809426229508
170,"Enemies","Enemies",-109.84375,92.91987021857923
171,"Enemies","Enemies",-110.75,91.13823087431695
175,"Enemies","Enemies",-96.1875,82.54300546448087
182,"Enemies","Enemies",-86.6875,84.0781830601093
196,"Enemies","Enemies",-100.40625,160.01659836065573
200,"Enemies","Enemies",-99.46875,174.4854918032787
206,"Enemies","Enemies",-143.28125,133.20426912568306
224,"Enemies","Enemies",-143.28125,88.85622267759564
233,"Enemies","Enemies",-140.5625,78.54532786885245
253,"Enemies","Enemies",-127.375,132.10910519125684
267,"Enemies","Enemies",-80.25305163077638,156.70025433426943
305,"Enemies","Enemies",-213.6875,144.17397540983606
336,"Enemies","Enemies",-153.8125,112.28163275038149
338,"Enemies","Enemies",-198.71875,141.4373105071882
339,"Enemies","Enemies",-133.25,89.15959185005221
340,"Enemies","Enemies",-125.65625,165.57786194165033
341,"Enemies","Enemies",-118.71875,168.81402705606075
370,"Enemies","Enemies",-141,122.48454234972678
318,"Energising Gradient","Pictos",-148.75758909211993,123.12509301276855
89,"Energising Heal","Pictos",-186.84375,99.9825956284153
98,"Energising Pain","Pictos",-167.6875,109.92104508196721
134,"Energising Pain","Pictos",-135.375,115.89097677595629
184,"Energising Pain","Pictos",-87.84375,84.04553278688525
283,"Energising Shell","Pictos",-196.96875,146.17278869139244
41,"Energising Start I","Pictos",-195.65625,114.23553961748634
363,"Energy Master","Pictos",-166.03751105736617,135.24057740396518
147,"Esoteric Ruins","Locations",-128,96.42245218579235
2,"Esquie's Nest","Locations",-199.65625,117.64117486338799
223,"Falling Leaves","Locations",-155.875,93.01338114754098
248,"Floating Cemetery","Locations",-150.09375,88.26377049180329
281,"Flying Casino","Locations",-179.53125,129.70720223111613
247,"Flying Manor","Locations",-150.53125,104.95348360655737
13,"Flying Waters","Locations",-204.25,113.9213387978142
29,"Forgotten Battlefield","Locations",-160.6875,116.01775273224044
110,"Forgotten Battlefield","Locations",-155.125,117.79667349726776
268,"French Bob Haircut (Lune)","Outfits",-144.1875,118.07851092896175
266,"French Bob Haircut (Sciel)","Outfits",-152.5625,109.10780054644809
315,"Frost Eveque","Bosses",-147.09375,122.96790739664618
137,"Frozen Hearts","Locations",-135,124.1427800546448
136,"Fueling Break","Pictos",-133.625,117.89141393442623
59,"Gaulteram","Weapons",-194.5625,119.73610655737704
198,"Gaulteram","Weapons",-99.84375,160.73812158469946
91,"Geranjo","Merchants",-180.53125,105.57939890710382
17,"Gestral Beach","Locations",-197.96875,105.35696721311476
35,"Gestral Beach","Locations",-175.9375,133.0822267759563
139,"Gestral Beach","Locations",-143.28125,98.13762978142077
194,"Gestral Beach","Locations",-97,151.20454234972678
252,"Gestral Beach","Locations",-116.78125,149.42635245901639
5,"Gestral Village","Locations",-198.4375,112.70225409836065
133,"Glaceso","Weapons",-136.03125,116.23534153005465
346,"Glaceso","Weapons",-153.3125,113.10735655737705
307,"Glasium","Weapons",-212.40625,144.4552868852459
46,"Goblu","MusicRecords",-199.375,110.29776639344263
358,"Gobluson","Weapons",-131.875,141.6255159657321
186,"Granasori","Merchants",-73.25,112.26695355191256
312,"Grandiose Chroma Catalyst","TintsMaterials",-150.59375,119.24952785156898
326,"Grandiose Chroma Catalyst","TintsMaterials",-193.1875,134.15487084370733
330,"Grandiose Chroma Catalyst","TintsMaterials",-210.90625,103.06161026222793
334,"Grandiose Chroma Catalyst","TintsMaterials",-214.63880999351065,140.21751235478644
345,"Grandiose Chroma Catalyst","TintsMaterials",-168.5625,121.04659153005464
348,"Grandiose Chroma Catalyst","TintsMaterials",-155,111.57748633879781
351,"Grandiose Chroma Catalyst","TintsMaterials",-127.21875,165.5498019125683
354,"Grandiose Chroma Catalyst","TintsMaterials",-198.21875,142.44093842157065
356,"Grandiose Chroma Catalyst","TintsMaterials",-209.08263636209725,151.06208809073578
359,"Grandiose Chroma Catalyst","TintsMaterials",-132.96875,141.9694801401869
362,"Grandiose Chroma Catalyst","TintsMaterials",-172.125,104.0315805460263
364,"Grandiose Chroma Catalyst","TintsMaterials",-164.7116858426414,136.43470448605902
367,"Grandiose Chroma Catalyst","TintsMaterials",-183.09375,144.81386685248714
372,"Grandiose Chroma Catalyst","TintsMaterials",-142.21875,123.39099043715846
377,"Grandiose Chroma Catalyst","TintsMaterials",-80.83279226200686,156.60848671385844
114,"Grosse Tete","Bosses",-149.5625,131.55100409836064
230,"Gustave's Haircut (Verso)","Outfits",-138.22234825732934,86.32350812533603
191,"Half Ponytail Haircut (Lune)","Outfits",-112.59375,125.95386612021858
64,"Healing Parry","Pictos",-192.65625,118.73606557377049
142,"Hidden Gestral Arena","Locations",-197.8125,108.48525273224044
304,"Isle of the Eyes","Locations",-89.5,93.81316120213954
242,"Jarum","Weapons",-197.5625,93.85927595628415
185,"Journal - Expedition 40","ExpeditionJournals",-74.125,111.54804644808743
210,"Journal - Expedition 43","ExpeditionJournals",-147.40625,146.3298292349727
152,"Journal - Expedition 47","ExpeditionJournals",-138.40625,92.10862021857923
69,"Journal - Expedition 62","ExpeditionJournals",-194.59375,111.79773907103825
76,"Journal - Expedition 64","ExpeditionJournals",-207.5,120.86101775956284
277,"Journal - Julie Search and Rescue","ExpeditionJournals",-154.09375,113.20313869412796
278,"Journal - Verso - The Continent","ExpeditionJournals",-155.4375,112.20425204639707
40,"Jumeliba","Merchants",-195.15625,113.01619535519126
308,"Kralim","Weapons",-212.5625,143.5488387978142
44,"Lanceram","Weapons",-201.625,111.23276639344263
55,"Lanceram","Weapons",-197.4375,115.51807377049181
97,"Lanceram","Weapons",-167.03125,109.67099043715847
38,"Lighterim","Weapons",-206.84375,111.67123137598597
43,"Lighterim","Weapons",-200.9375,111.01396857923497
87,"Lighterim","Weapons",-188,101.82713797814208
119,"Lighterim","Weapons",-158.59375,127.57880464480874
300,"Linen and Cotton","MusicRecords",-88.1875,95.90602572023427
329,"Longer Burn","Pictos",-209.5,101.34327438559151
369,"Longer Rush","Pictos",-140.65625,121.54683743169399
145,"Longer Shell","Pictos",-135.96875,103.9538387978142
254,"Longer Shell","Pictos",-128.21875,132.39041666666668
347,"Longer Shell","Pictos",-154.96875,113.04484289617486
63,"Lost Gestral","LostGestrals",-193.40625,119.2046106557377
65,"Lost Gestral","LostGestrals",-195.21875,99.10564890710383
71,"Lost Gestral","LostGestrals",-110.09375,90.13974043715847
124,"Lost Gestral","LostGestrals",-143.4375,132.082131147541
231,"Lost Gestral","LostGestrals",-125.90625,166.70513661202187
232,"Lost Gestral","LostGestrals",-93.0625,83.38899590163935
234,"Lost Gestral","LostGestrals",-187.5,94.17188524590165
235,"Lost Gestral","LostGestrals",-145.03125,116.07899590163935
12,"Lost Gestral (Esquie's Nest)","LostGestrals",-198.875,117.29737704918033
269,"Lost Voice","MusicRecords",-143.71875,116.23435792349727
39,"Lost Woods","Locations",-191.75,106.73611338797814
284,"Lucaroparfe","Merchants",-211.5625,150.4084156680563
52,"Lumier Suit Outfit (Gustave)","Outfits",-196.96875,118.39419398907104
24,"Lumiere","Locations",-227.03125,122.11006147540984
53,"Lumiere Outfit (Maelle)","Outfits",-197.96875,118.5192213114754
228,"Messy Bun Haircut (Lune)","Outfits",-140.6924814771371,86.21837309811743
227,"Messy Bun Haircut (Maelle)","Outfits",-139.4836928802099,86.79661574781976
239,"Moisson","Weapons",-114.28125,84.42222677595629
33,"Monoco's Station","Locations",-142.4375,108.95387978142077
72,"Monoco's Station","Locations",-139.6875,109.92275956284152
138,"Monoco's Station","Locations",-140.25,107.07708333333333
140,"Old Lumiere","Locations",-129.875,101.01325819672131
169,"Old Lumiere","Locations",-123.12009912512548,102.10377952424393
32,"Painting Workshop","Locations",-150.59375,111.17311475409835
34,"Painting Workshop","Locations",-176.46875,122.8925
195,"Painting Workshop","Locations",-90.4375,150.39186475409835
226,"Papasso","Merchants",-140.37714532141698,88.47877618331746
271,"Pearo","Merchants",-90.28125,138.67465163934426
261,"Pecha","Merchants",-152.4375,110.1079918032787
365,"Perfect Chroma Catalyst","TintsMaterials",-166.21875,137.78359955688964
349,"Perilous Parry","Pictos",-133.59375,90.35707650273224
265,"Plunging Bob Haircut (Sciel)","Outfits",-153.5,110.82692622950819
62,"Polished Chroma Catalyst","TintsMaterials",-194.625,118.23564890710382
67,"Polished Chroma Catalyst","TintsMaterials",-197.28125,109.9225
82,"Polished Chroma Catalyst","TintsMaterials",-206.90625,124.73661885245902
156,"Polished Chroma Catalyst","TintsMaterials",-138.8125,89.57982923497268
163,"Ponytail Haircut (Lune)","Outfits",-146.875,102.0764549180328
79,"Potierim","Weapons",-205.21875,125.2054713114754
121,"Potierim","Weapons",-157.71875,127.42252049180328
350,"Powerful on Shell","Pictos",-120,169.0781830601093
66,"Powerful Revive","Pictos",-196.40625,110.11004098360655
286,"Pure Haircut (Monoco)","Outfits",-211.21875,149.50117835243313
285,"Pure Outfit (Monoco)","Outfits",-211.3125,151.28286125236022
187,"Pure Outfit (Verso)","Outfits",-73.625,113.01775956284152
120,"Ramasson","Weapons",-159.28125,127.76634562841531
190,"Rebellious Haircut (Sciel)","Outfits",-112.375,126.92282786885247
10,"Red Woods","Locations",-202.125,106.3894262295082
189,"Rederi","Merchants",-111.5,125.89428961748635
297,"Renoir's Drafts","Locations",-105.34375,107.93795808084228
240,"Resplendent Chroma Catalyst","TintsMaterials",-115.09375,84.54725409836065
243,"Resplendent Chroma Catalyst","TintsMaterials",-196.90625,94.64069672131149
310,"Resplendent Chroma Catalyst","TintsMaterials",-148.65625,131.65607981902707
317,"Resplendent Chroma Catalyst","TintsMaterials",-147.1875,123.71818134650506
192,"Robe de Jour","MusicRecords",-112.03125,125.04741803278688
299,"Rubiju","Merchants",-88.34375,94.84363362842343
157,"Sacred River","Locations",-131.65625,110.29757513661201
199,"Saperim","Weapons",-100.5625,161.0194330601093
208,"Saperim","Weapons",-143.28125,134.54831284153005
280,"Serpenphare","Bosses",-166.25,136.519106308517
83,"Shared Care","Pictos",-195.6875,99.9204849726776
352,"Shielding Tint","Pictos",-165.875,121.47000911861697
107,"Short Curly Haircut (Sciel)","Outfits",-195.0625,128.32949453551913
54,"Short Haircut (Gustave)","Outfits",-196.75,117.61277322404372
229,"Short Haircut (Sciel)","Outfits",-141.63848994429756,87.53256093835
275,"Short White Haircut (Maelle)","Outfits",-91.625,82.95132513661201
301,"Simple Outfit (Verso)","Outfits",-87,94.96862093334235
201,"Sinister Cave","Locations",-99.25,173.1101912568306
180,"Sirene","Locations",-95.3125,124.36270491803279
272,"Sirene Outfit (Sciel)","Outfits",-89.5625,139.0184767759563
251,"Sirene's Dress","Locations",-91.15625,138.6430532786885
218,"Skirt Outfit (Lune)","Outfits",-179.9375,106.45301912568306
151,"Skirt Outfit (Sciel)","Outfits",-140.4375,93.82774590163935
279,"Sky Island","Locations",-150.78125,140.14448151904236
371,"Sniper","Pictos",-141.03125,123.57853142076503
273,"Sodasso","Merchants",-90.78125,82.41971994535518
15,"Spring Meadows","Locations",-208.125,111.10777278702892
105,"Sprong","Bosses",-173.15625,103.92088114754098
167,"Stalum","Weapons",-149.25,104.73328551912569
209,"Stalum","Weapons",-142.34375,133.92317622950821
353,"Stalum","Weapons",-197.40625,141.690471131851
31,"Stone Quarry","Locations",-153.28125,120.89381830601093
18,"Stone Wave Cliffs","Locations",-190.78125,117.07827868852459
23,"Stone Wave Cliffs Cave","Locations",-192.65625,130.14391393442622
264,"Strabami","Merchants",-144.1875,117.07829234972678
296,"Sunless Cliffs","Locations",-111.625,134.46961432343682
204,"The Canvas","Locations",-77.59375,101.85823770491803
135,"The Carousel","Locations",-133.21875,116.32857240437158
158,"The Chosen Path","Locations",-126.6875,118.89320355191256
174,"The Crows","Locations",-101.1875,80.13622950819672
245,"The Fountain","Locations",-205.4375,98.32848360655738
320,"The Manor","Locations",-176.96875,107.42349547180835
322,"The Manor","Locations",-205.375,141.64335013146362
21,"The Meadows","Locations",-204.78125,122.64299180327869
319,"The Monolith","Locations",-58.84375,115.76201431492842
321,"The Reacher","Locations",-96.125,79.03910130002922
16,"The Small Bourgeon","Locations",-202.65625,109.67040983606557
323,"Thunder Eveque","Bosses",-191.59375,133.59344003493695
177,"Troubadim","Weapons",-96.4375,83.92189890710382
202,"Troubadim","Weapons",-99.1875,175.3606830601093
22,"Twilight Quarry","Locations",-203.9375,116.82922131147541
378,"Verso's Drafts","Locations",-232.40625,136.51775038680398
219,"Vintage Haircut (Maelle)","Outfits",-180.96875,106.64056010928962
216,"Vintage Haircut (Sciel)","Outfits",-189.28125,117.5481830601093
179,"Visages","Locations",-99.875,100.08168032786885
172,"Voluminous Haircut (Lune)","Outfits",-110.53125,91.91965163934427
173,"Voluminous Haircut (Sciel)","Outfits",-111.65625,91.82588114754098
309,"Warming Up","Pictos",-149.84375,130.90615453262495
295,"White Sands","Locations",-161.15625,150.59321151697756
25,"White Tree","Locations",-193.0625,101.14242486338799
26,"Yellow Harvest","Locations",-194.9375,108.36275273224044
